source_matrix,variant_id,family,quantization,benchmark,item_id,repetition,difficulty,subcategory,status,local_pass,local_score,local_semantic_outcome,local_semantic_score,local_protocol_outcome,local_protocol_score,local_integration_outcome,adjudication_status,judge_route,route_reason,adjudication_error,label_source,strict_pass,semantic_pass,format_tax
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_ratiosrateswor_002,1,medium,ratios_rates_work,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_ratiosrateswor_003,1,medium,ratios_rates_work,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_ratiosrateswor_004,1,medium,ratios_rates_work,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_algebrawordpro_002,1,medium,algebra_word_problems,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_algebrawordpro_003,1,medium,algebra_word_problems,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_algebrawordpro_004,1,medium,algebra_word_problems,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_numberproperti_002,1,medium,number_properties_sequences,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_numberproperti_003,1,medium,number_properties_sequences,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_numberproperti_004,1,medium,number_properties_sequences,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_calendartime_002,1,medium,calendar_time,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_calendartime_003,1,medium,calendar_time,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_calendartime_004,1,medium,calendar_time,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_probabilitycou_002,1,medium,probability_counting,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_probabilitycou_003,1,medium,probability_counting,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_probabilitycou_004,1,medium,probability_counting,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_deductivelogic_002,1,medium,deductive_logic,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_deductivelogic_003,1,medium,deductive_logic,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_deductivelogic_004,1,medium,deductive_logic,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_orderingconstr_002,1,medium,ordering_constraint_puzzles,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_orderingconstr_003,1,medium,ordering_constraint_puzzles,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_orderingconstr_004,1,medium,ordering_constraint_puzzles,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_arithmeticperc_005,1,hard,arithmetic_percentages,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_arithmeticperc_006,1,hard,arithmetic_percentages,completed,False,0.0,not_scored,,noncompliant,0.0,unparseable,completed,blind_extraction,deterministic_semantics_not_scored,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_ratiosrateswor_005,1,hard,ratios_rates_work,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_ratiosrateswor_006,1,hard,ratios_rates_work,completed,False,0.0,not_scored,,noncompliant,0.0,unparseable,unresolved,unresolved,output_truncated_without_complete_answer,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_algebrawordpro_005,1,hard,algebra_word_problems,completed,False,0.0,not_scored,,noncompliant,0.0,unparseable,unresolved,unresolved,output_truncated_without_complete_answer,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_algebrawordpro_006,1,hard,algebra_word_problems,completed,False,0.0,not_scored,,noncompliant,0.0,unparseable,completed,blind_extraction,deterministic_semantics_not_scored,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_numberproperti_005,1,hard,number_properties_sequences,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_numberproperti_006,1,hard,number_properties_sequences,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_calendartime_005,1,hard,calendar_time,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_calendartime_007,1,hard,calendar_time,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_probabilitycou_005,1,hard,probability_counting,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_probabilitycou_007,1,hard,probability_counting,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_deductivelogic_005,1,hard,deductive_logic,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_deductivelogic_007,1,hard,deductive_logic,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_orderingconstr_005,1,hard,ordering_constraint_puzzles,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,applied_reasoning,reason_orderingconstr_007,1,hard,ordering_constraint_puzzles,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_normalize_event_codes_001,1,easy,function_implementation,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_validate_invoice_filename_001,1,easy,function_implementation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_apply_profile_patch_001,1,easy,function_implementation,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_select_latest_records_001,1,easy,function_implementation,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_extract_ticket_mentions_001,1,easy,function_implementation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_mask_record_fields_001,1,easy,function_implementation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_parse_measurements_001,1,easy,function_implementation,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_normalize_phonebook_001,1,easy,function_implementation,completed,False,0.25,incorrect,0.25,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_merge_preferences_001,1,easy,function_implementation,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_summarize_http_statuses_001,1,easy,function_implementation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_expiring_items_001,1,easy,function_implementation,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_rename_phone_photos_001,1,easy,function_implementation,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_page_cursor_001,1,easy,bug_diagnosis,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_matrix_template_001,1,easy,bug_diagnosis,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_missing_setting_001,1,easy,bug_diagnosis,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_retry_budget_001,1,easy,bug_diagnosis,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_quota_adjustments_001,1,easy,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_latest_webhooks_001,1,easy,code_repair,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_refund_total_001,1,easy,code_repair,completed,False,0.8,incorrect,0.8,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_clean_tags_001,1,easy,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,test_traceback_missing_region_001,1,easy,regression_test_selection,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,test_expiry_boundary_001,1,easy,regression_test_selection,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_reconcile_windows_001,1,medium,function_implementation,completed,False,0.25,incorrect,0.25,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_session_summaries_001,1,medium,function_implementation,completed,False,0.25,incorrect,0.25,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_dependency_batches_001,1,medium,function_implementation,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_ledger_balances_001,1,medium,function_implementation,completed,False,0.25,incorrect,0.25,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_effective_permissions_001,1,medium,function_implementation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_validate_release_tag_001,1,medium,function_implementation,completed,False,0.6,incorrect,0.6,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_fulfill_orders_001,1,medium,function_implementation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_transform_expense_csv_001,1,medium,function_implementation,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_compress_log_bursts_001,1,medium,function_implementation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_extract_log_timestamps_001,1,medium,function_implementation,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_join_customer_orders_001,1,medium,function_implementation,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_invoice_totals_001,1,medium,function_implementation,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_feature_rollout_001,1,medium,function_implementation,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_first_capacity_breach_001,1,medium,function_implementation,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_correlate_requests_001,1,medium,function_implementation,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_extract_error_codes_001,1,medium,function_implementation,completed,False,0.25,incorrect,0.25,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_inventory_events_001,1,medium,function_implementation,completed,False,0.0,incorrect,0.0,compliant,1.0,execution_failed,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_service_health_001,1,medium,function_implementation,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_rank_search_results_001,1,medium,function_implementation,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_membership_events_001,1,medium,function_implementation,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,code_route_incidents_001,1,medium,function_implementation,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_access_rule_001,1,medium,bug_diagnosis,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_price_cache_001,1,medium,bug_diagnosis,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_remove_expired_001,1,medium,bug_diagnosis,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_flush_groups_001,1,medium,bug_diagnosis,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_cache_expiry_001,1,medium,bug_diagnosis,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_group_members_001,1,medium,bug_diagnosis,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_discount_total_001,1,medium,bug_diagnosis,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_optional_field_001,1,medium,bug_diagnosis,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,diagnose_alert_recipients_001,1,medium,bug_diagnosis,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,blind_extraction,exact_string_mismatch_does_not_establish_claimed_meaning,,adjudication,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_availability_windows_001,1,medium,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_rolling_totals_001,1,medium,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_lookup_path_001,1,medium,code_repair,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_latest_status_001,1,medium,code_repair,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_filter_audit_events_001,1,medium,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_merge_counters_001,1,medium,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_next_available_slot_001,1,medium,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_sla_breaches_001,1,medium,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_mask_columns_001,1,medium,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,llama-3.1-8b-q8,llama3.1,Q8_0,code_debug_repair,repair_paginate_records_001,1,medium,code_repair,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
